Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Sat 01:44:47 PM,1.105,103.5739,↘ 130°,308,354,8750,-775, FlightAware ADS-B (WSAG)
Sat 01:45:17 PM,1.0776,103.6059,↘ 130°,284,327,8400,-650, FlightAware ADS-B (QPG / WSAP)
Sat 01:45:47 PM,1.0531,103.6345,↘ 130°,265,305,8100,-875, FlightAware ADS-B (SIN / WSSS)
Sat 01:46:17 PM,1.0296,103.6621,↘ 130°,256,295,7525,-1316, FlightAware ADS-B (QPG / WSAP)
Sat 01:46:36 PM,1.0156,103.68,↘ 123°,257,296,7025,-1500, FlightAware ADS-B (TGA / WSAT)
Sat 01:46:52 PM,1.0111,103.6975,→ 95°,260,299,6650,-1078, FlightAware ADS-B (JHB / WMKJ)
Sat 01:47:08 PM,1.014,103.7184,→ 80°,252,290,6450,-670, FlightAware ADS-B (TGA / WSAT)
Sat 01:47:39 PM,1.0207,103.7502,→ 77°,226,260,6125,-660, FlightAware ADS-B (QPG / WSAP)
Sat 01:47:58 PM,1.03,103.7669,↗ 53°,214,246,5900,-888, FlightAware ADS-B (TGA / WSAT)
Sat 01:48:28 PM,1.0491,103.7893,↗ 49°,203,234,5400,-1000, FlightAware ADS-B (TGA / WSAT)
Sat 01:48:58 PM,1.0668,103.8102,↗ 51°,197,227,4900,-1141, FlightAware ADS-B (SIN / WSSS)
Sat 01:49:14 PM,1.0759,103.8216,↗ 52°,198,228,4525,-1141, FlightAware ADS-B (WSAC)
Sat 01:49:44 PM,1.0927,103.8435,↗ 53°,195,224,4025,-1000, FlightAware ADS-B (QPG / WSAP)
Sat 01:50:14 PM,1.109,103.8649,↗ 53°,195,224,3525,-952, FlightAware ADS-B (TGA / WSAT)
Sat 01:50:36 PM,1.1217,103.8787,↗ 38°,189,217,3200,-929, FlightAware ADS-B (SIN / WSSS)
Sat 01:50:56 PM,1.1379,103.8878,↗ 26°,185,213,2875,-660, FlightAware ADS-B (TGA / WSAT)
Sat 01:51:26 PM,1.1608,103.898,↗ 23°,183,211,2650,-293, FlightAware ADS-B (WSAG)
Sat 01:51:42 PM,1.1737,103.9035,↗ 23°,183,211,2650,, FlightAware ADS-B (SIN / WSSS)
Sat 01:52:12 PM,1.1966,103.913,↗ 23°,178,205,2650,, FlightAware ADS-B (JHB / WMKJ)
Sat 01:52:42 PM,1.2186,103.9224,↗ 23°,157,181,2650,-250, FlightAware ADS-B (SIN / WSSS)
Sat 01:53:12 PM,1.2382,103.9307,↗ 23°,153,176,2400,-625, FlightAware ADS-B (QPG / WSAP)
Sat 01:53:42 PM,1.2574,103.9387,↗ 23°,147,169,2025,-750, FlightAware ADS-B (TGA / WSAT)
Sat 01:54:12 PM,1.2763,103.9467,↗ 23°,142,163,1650,-737, FlightAware ADS-B (TGA / WSAT)
Sat 01:54:39 PM,1.2924,103.9536,↗ 23°,139,160,1325,-698, Surface and Near-Surface
Sat 01:54:55 PM,1.3018,103.9575,↗ 23°,139,160,1150,-703, FlightAware ADS-B (SIN / WSSS)
Sat 01:55:11 PM,1.3114,103.9616,↗ 23°,137,158,950,-703, FlightAware ADS-B (WSAG)
Sat 01:55:27 PM,1.3208,103.9656,↗ 23°,140,161,775,-703, FlightAware ADS-B (QPG / WSAP)
Sat 01:55:43 PM,1.3308,103.9698,↗ 23°,137,158,575,-703, FlightAware ADS-B (WSAG)
Sat 01:55:59 PM,1.3396,103.9734,↗ 23°,137,158,400,-656, FlightAware ADS-B (SIN / WSSS)
Sat 01:56:15 PM,1.3494,103.9776,↗ 23°,137,158,225,-656, FlightAware ADS-B (SIN / WSSS)
Sat 01:56:52 PM    Arrival (SIN) @ Saturday 01:56:52 PM +08,,,,,,,, FlightAware
Taxi Time: 13 minutes,,,,,,,,
Sat 02:10:00 PM    Gate Arrival (SIN) @ Saturday 02:10:00 PM +08,,,,,,,, Airline
,,,,,,,,
Fri 01:11:00 PM    Left Gate (KUL) @ Friday 01:11:00 PM +08,,,,,,,, Airline
Taxi Time: 16 minutes,,,,,,,,
Fri 01:27:11 PM    Departure (KUL) @ Friday 01:27:11 PM +08,,,,,,,, Surface and Near-Surface
Fri 01:27:11 PM,2.7269,101.6851,↖ 327°,160,184,450,, Surface and Near-Surface
Fri 01:27:22 PM,2.7343,101.6803,↖ 327°,164,189,825,1500, FlightAware ADS-B (SZB / WMSA)
Fri 01:27:38 PM,2.7442,101.6738,↖ 326°,184,212,1125,1359, FlightAware ADS-B (SZB / WMSA)
Fri 01:27:54 PM,2.7565,101.6649,↖ 318°,205,236,1550,1632, FlightAware ADS-B (SZB / WMSA)
Fri 01:28:12 PM,2.7647,101.6482,← 279°,223,257,2050,1238, FlightAware ADS-B (KUL / WMKK)
Fri 01:28:34 PM,2.7644,101.6245,← 268°,254,292,2375,788, FlightAware ADS-B (SZB / WMSA)
Fri 01:28:52 PM,2.7635,101.6025,← 265°,261,300,2575,667, FlightAware ADS-B (WMBF)
Fri 01:29:10 PM,2.7567,101.5835,↙ 238°,267,307,2775,708, FlightAware ADS-B (SZB / WMSA)
Fri 01:29:28 PM,2.7388,101.5695,↙ 202°,268,308,3000,923, FlightAware ADS-B (WMBF)
Fri 01:29:49 PM,2.7107,101.5695,↓ 168°,267,307,3375,1824, FlightAware ADS-B (KUL / WMKK)
Fri 01:30:05 PM,2.6926,101.5734,↓ 168°,267,307,4125,3163, FlightAware ADS-B (KUL / WMKK)
Fri 01:30:35 PM,2.6549,101.576,↓ 180°,270,311,5800,3276, FlightAware ADS-B (KUL / WMKK)
Fri 01:30:54 PM,2.6315,101.5771,↓ 174°,273,314,6800,3402, FlightAware ADS-B (SZB / WMSA)
Fri 01:31:16 PM,2.6059,101.5855,↓ 160°,269,310,8125,3276, FlightAware ADS-B (SZB / WMSA)
Fri 01:31:32 PM,2.5878,101.5941,↘ 145°,276,318,8875,2924, FlightAware ADS-B (SZB / WMSA)
Fri 01:32:15 PM,2.5555,101.6402,↘ 121°,288,331,11000,2939, FlightAware ADS-B (SZB / WMSA)
Fri 01:32:46 PM,2.534,101.6752,↘ 121°,294,338,12500,2730, FlightAware ADS-B (KUL / WMKK)
Fri 01:33:16 PM,2.5122,101.7109,↘ 121°,303,349,13775,2800, FlightAware ADS-B (KUL / WMKK)
Fri 01:33:46 PM,2.49,101.7472,↘ 121°,302,348,15300,2025, FlightAware ADS-B (KUL / WMKK)
Fri 01:34:16 PM,2.4668,101.7854,↘ 121°,333,383,15800,1200, FlightAware ADS-B (KUL / WMKK)
Fri 01:34:46 PM,2.4419,101.8261,↘ 121°,355,409,16500,1524, FlightAware ADS-B (SZB / WMSA)
Fri 01:35:18 PM,2.4125,101.8743,↘ 121°,370,426,17375,1331, FlightAware ADS-B (SZB / WMSA)
Fri 01:35:48 PM,2.3864,101.9168,↘ 121°,371,427,17875,1025, FlightAware ADS-B (MKZ / WMKM)
Fri 01:36:18 PM,2.3591,101.9615,↘ 121°,373,429,18400,1000, FlightAware ADS-B (MKZ / WMKM)
Fri 01:36:48 PM,2.3331,102.0039,↘ 121°,371,427,18875,1403, FlightAware ADS-B (SZB / WMSA)
Fri 01:37:20 PM,2.3043,102.0513,↘ 121°,373,429,19850,1960, FlightAware ADS-B (QPG / WSAP)
Fri 01:37:50 PM,2.2771,102.0959,↘ 121°,375,432,20900,2100, FlightAware ADS-B (QPG / WSAP)
Fri 01:38:20 PM,2.2503,102.1398,↘ 121°,375,432,21950,1800, FlightAware ADS-B (SIN / WSSS)
Fri 01:38:50 PM,2.2223,102.1856,↘ 121°,384,442,22700,1625, FlightAware ADS-B (SZB / WMSA)
Fri 01:39:20 PM,2.1934,102.233,↘ 121°,387,445,23575,1625, FlightAware ADS-B (WMAP)
Fri 01:39:50 PM,2.1657,102.2783,↘ 121°,391,450,24325,1325, FlightAware ADS-B (WMAP)
Fri 01:40:20 PM,2.1371,102.3252,↘ 121°,400,460,24900,1125, FlightAware ADS-B (SZB / WMSA)
Fri 01:40:50 PM,2.1079,102.3728,↘ 121°,402,463,25450,1075, FlightAware ADS-B (WMAV)
Fri 01:41:20 PM,2.0789,102.4203,↘ 121°,407,468,25975,1025, FlightAware ADS-B (WMAV)
Fri 01:41:50 PM,2.0502,102.4673,↘ 121°,411,473,26475,975, FlightAware ADS-B (WSAG)
Fri 01:42:20 PM,2.019,102.5164,↘ 125°,415,478,26950,432, FlightAware ADS-B (WMAV)
Fri 01:43:03 PM,1.9714,102.5802,↘ 127°,384,442,27000,41, FlightAware ADS-B (MKZ / WMKM)
Fri 01:43:33 PM,1.9393,102.6228,↘ 127°,384,442,27000,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:44:04 PM,1.908,102.6645,↘ 127°,384,442,27000,, FlightAware ADS-B (SIN / WSSS)
Fri 01:44:34 PM,1.8743,102.7092,↘ 127°,386,444,27000,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:45:04 PM,1.8418,102.7524,↘ 127°,385,443,27000,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:45:34 PM,1.8101,102.7943,↘ 127°,384,442,27000,, FlightAware ADS-B (SIN / WSSS)
Fri 01:46:04 PM,1.7775,102.8376,↘ 127°,384,442,27000,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:46:35 PM,1.7459,102.8803,↘ 125°,382,440,27000,-380, FlightAware ADS-B (XSP / WSSL)
Fri 01:47:19 PM,1.7075,102.9469,↘ 118°,370,426,26525,-770, FlightAware ADS-B (XSP / WSSL)
Fri 01:47:49 PM,1.6835,102.9917,↘ 118°,362,417,26050,-959, FlightAware ADS-B (QPG / WSAP)
Fri 01:48:20 PM,1.6602,103.0355,↘ 118°,360,414,25550,-1328, FlightAware ADS-B (XSP / WSSL)
Fri 01:48:50 PM,1.6361,103.0807,↘ 118°,357,411,24700,-1710, FlightAware ADS-B (JHB / WMKJ)
Fri 01:49:10 PM,1.6182,103.1089,↘ 130°,352,405,24125,-1430, FlightAware ADS-B (WSAG)
Fri 01:49:33 PM,1.5877,103.1303,↘ 155°,342,394,23675,-1095, FlightAware ADS-B (WMAP)
Fri 01:50:13 PM,1.5312,103.1533,↓ 158°,324,373,22975,-1093, FlightAware ADS-B (PKU / WIBB)
Fri 01:50:43 PM,1.4905,103.1697,↓ 158°,313,360,22400,-1125, FlightAware ADS-B (PKU / WIBB)
Fri 01:51:13 PM,1.4519,103.1851,↓ 158°,303,349,21850,-1325, FlightAware ADS-B (WMAP)
Fri 01:51:43 PM,1.4113,103.2013,↓ 158°,301,346,21075,-1476, FlightAware ADS-B (WMAP)
Fri 01:52:15 PM,1.3719,103.217,↓ 158°,298,343,20325,-1355, FlightAware ADS-B (QPG / WSAP)
Fri 01:52:45 PM,1.332,103.2329,↓ 158°,294,338,19675,-1100, FlightAware ADS-B (WMAP)
Fri 01:53:15 PM,1.2949,103.2477,↓ 158°,292,336,19225,-925, FlightAware ADS-B (WSAC)
Fri 01:53:45 PM,1.2571,103.2628,↓ 157°,293,337,18750,-980, FlightAware ADS-B (DJB / WIJJ)
Fri 01:54:04 PM,1.2343,103.2744,↘ 150°,292,336,18425,-1020, FlightAware ADS-B (WSAC)
Fri 01:54:35 PM,1.1978,103.2957,↘ 150°,291,335,17900,-992, FlightAware ADS-B (WSAC)
Fri 01:55:06 PM,1.1616,103.3165,↘ 150°,294,338,17400,-1033, FlightAware ADS-B (DJB / WIJJ)
Fri 01:55:36 PM,1.1247,103.3377,↘ 150°,296,341,16850,-1025, FlightAware ADS-B (WMAP)
Fri 01:56:06 PM,1.0897,103.358,↘ 150°,293,337,16375,-984, FlightAware ADS-B (WMAP)
Fri 01:56:37 PM,1.053,103.3794,↘ 150°,287,330,15850,-959, FlightAware ADS-B (QPG / WSAP)
Fri 01:57:07 PM,1.0209,103.3979,↘ 150°,280,322,15400,-984, FlightAware ADS-B (WSAG)
Fri 01:57:38 PM,0.985,103.4187,↘ 150°,277,319,14850,-1053, FlightAware ADS-B (WSAG)
Fri 01:57:54 PM,0.9673,103.4272,↓ 159°,276,318,14575,-1078, FlightAware ADS-B (QPG / WSAP)
Fri 01:58:10 PM,0.9475,103.4287,↓ 185°,272,313,14275,-984, FlightAware ADS-B (SIN / WSSS)
Fri 01:58:26 PM,0.9295,103.4214,↙ 218°,266,306,14050,-500, FlightAware ADS-B (WSAG)
Fri 01:58:43 PM,0.9158,103.4051,↙ 242°,265,305,14000,-86, FlightAware ADS-B (QPG / WSAP)
Fri 01:59:01 PM,0.9114,103.3842,← 270°,272,313,14000,, FlightAware ADS-B (JHB / WMKJ)
Fri 01:59:19 PM,0.9189,103.362,← 303°,278,320,14000,43, FlightAware ADS-B (WSAG)
Fri 01:59:36 PM,0.9358,103.3474,↖ 329°,280,322,14025,, FlightAware ADS-B (SIN / WSSS)
Fri 02:00:06 PM,0.9684,103.328,↖ 328°,278,320,14000,-28, FlightAware ADS-B (WSAG)
Fri 02:00:30 PM,0.9955,103.3115,↖ 329°,277,319,14000,, FlightAware ADS-B (JHB / WMKJ)
Fri 02:00:48 PM,1.0161,103.305,↑ 353°,278,320,14000,, FlightAware ADS-B (QPG / WSAP)
Fri 02:01:08 PM,1.0416,103.3111,↗ 29°,279,321,14000,, FlightAware ADS-B (QPG / WSAP)
Fri 02:01:24 PM,1.0556,103.3254,↗ 58°,277,319,14000,, FlightAware ADS-B (WSAG)
Fri 02:01:42 PM,1.0617,103.3492,→ 87°,274,315,14000,-231, FlightAware ADS-B (JHB / WMKJ)
Fri 02:02:03 PM,1.0535,103.3731,↘ 123°,273,314,13850,-732, FlightAware ADS-B (JHB / WMKJ)
Fri 02:02:23 PM,1.0338,103.3888,↘ 149°,266,306,13500,-962, FlightAware ADS-B (JHB / WMKJ)
Fri 02:02:56 PM,0.9999,103.4091,↘ 149°,265,305,13000,-992, FlightAware ADS-B (TGA / WSAT)
Fri 02:03:22 PM,0.9719,103.4253,↘ 155°,262,302,12525,-1057, FlightAware ADS-B (JHB / WMKJ)
Fri 02:03:40 PM,0.9509,103.4284,↓ 185°,254,292,12225,-962, FlightAware ADS-B (SIN / WSSS)
Fri 02:04:01 PM,0.9291,103.4179,↙ 221°,250,288,11900,-938, FlightAware ADS-B (QPG / WSAP)
Fri 02:04:20 PM,0.9185,103.3982,← 257°,253,291,11600,-923, FlightAware ADS-B (SIN / WSSS)
Fri 02:04:40 PM,0.9207,103.3764,← 290°,261,300,11300,-977, FlightAware ADS-B (TGA / WSAT)
Fri 02:05:03 PM,0.9403,103.3555,↖ 329°,269,310,10900,-938, FlightAware ADS-B (JHB / WMKJ)
Fri 02:05:36 PM,0.9764,103.3341,↖ 329°,266,306,10425,-888, FlightAware ADS-B (JHB / WMKJ)
Fri 02:05:52 PM,0.992,103.3251,↖ 334°,263,303,10175,-485, FlightAware ADS-B (WSAG)
Fri 02:06:10 PM,1.0149,103.3223,↑ 7°,272,313,10150,-38, FlightAware ADS-B (JHB / WMKJ)
Fri 02:06:31 PM,1.0371,103.3334,↗ 35°,277,319,10150,, FlightAware ADS-B (QPG / WSAP)
Fri 02:06:50 PM,1.0496,103.3558,→ 77°,275,316,10150,, FlightAware ADS-B (QPG / WSAP)
Fri 02:07:30 PM,1.0494,103.4056,→ 93°,270,311,10150,, FlightAware ADS-B (JHB / WMKJ)
Fri 02:08:07 PM,1.0448,103.45,→ 97°,268,308,10150,, FlightAware ADS-B (XSP / WSSL)
Fri 02:08:39 PM,1.0399,103.4895,→ 97°,269,310,10150,, FlightAware ADS-B (TGA / WSAT)
Fri 02:09:10 PM,1.0355,103.5272,→ 97°,269,310,10150,, FlightAware ADS-B (XSP / WSSL)
Fri 02:09:41 PM,1.031,103.5657,→ 97°,269,310,10150,, FlightAware ADS-B (SIN / WSSS)
Fri 02:10:13 PM,1.0262,103.6056,→ 97°,269,310,10150,, FlightAware ADS-B (TGA / WSAT)
Fri 02:10:45 PM,1.0216,103.6458,→ 97°,268,308,10150,, FlightAware ADS-B (TGA / WSAT)
Fri 02:11:16 PM,1.0173,103.6828,→ 97°,267,307,10150,, FlightAware ADS-B (XSP / WSSL)
Fri 02:11:46 PM,1.013,103.7189,→ 97°,268,308,10150,, FlightAware ADS-B (XSP / WSSL)
Fri 02:12:21 PM,1.0077,103.7629,→ 97°,269,310,10150,, FlightAware ADS-B (WSAG)
Fri 02:12:51 PM,1.0033,103.7993,→ 97°,268,308,10150,-150, FlightAware ADS-B (TGA / WSAT)
Fri 02:13:21 PM,0.9989,103.8369,→ 97°,267,307,10000,-650, FlightAware ADS-B (XSP / WSSL)
Fri 02:13:51 PM,0.9946,103.8736,→ 97°,268,308,9500,-850, FlightAware ADS-B (JHB / WMKJ)
Fri 02:14:21 PM,0.99,103.9106,→ 98°,266,306,9150,-339, FlightAware ADS-B (XSP / WSSL)
Fri 02:14:53 PM,0.9849,103.9491,→ 98°,266,306,9150,, FlightAware ADS-B (WSAG)
Fri 02:15:23 PM,0.9802,103.985,→ 97°,264,304,9150,, FlightAware ADS-B (WSAG)
Fri 02:15:40 PM,0.9802,104.0065,→ 83°,270,311,9150,, FlightAware ADS-B (WSAC)
Fri 02:16:10 PM,0.9878,104.0431,→ 78°,272,313,9150,, FlightAware ADS-B (QPG / WSAP)
Fri 02:16:27 PM,0.9924,104.0646,→ 78°,273,314,9150,, FlightAware ADS-B (WSAG)
Fri 02:16:58 PM,1.0006,104.1025,→ 77°,272,313,9150,, FlightAware ADS-B (WSAG)
Fri 02:17:16 PM,1.0111,104.1226,↗ 53°,276,318,9150,, FlightAware ADS-B (XSP / WSSL)
Fri 02:17:46 PM,1.0359,104.1517,↗ 49°,276,318,9150,, FlightAware ADS-B (WSAG)
Fri 02:18:16 PM,1.0607,104.1802,↗ 49°,273,314,9150,, FlightAware ADS-B (TGA / WSAT)
Fri 02:18:33 PM,1.0764,104.1963,↗ 40°,278,320,9150,, FlightAware ADS-B (TGA / WSAT)
Fri 02:18:51 PM,1.0953,104.2072,↑ 20°,276,318,9150,-154, FlightAware ADS-B (WSAC)
Fri 02:19:12 PM,1.1222,104.2107,↑ 3°,274,315,9050,-538, FlightAware ADS-B (WSAG)
Fri 02:19:30 PM,1.1452,104.2115,↑ 2°,273,314,8800,-938, FlightAware ADS-B (XSP / WSSL)
Fri 02:20:00 PM,1.1836,104.213,↑ 3°,267,307,8300,-1011, FlightAware ADS-B (TGA / WSAT)
Fri 02:20:16 PM,1.2032,104.214,↑ 3°,264,304,8025,-978, FlightAware ADS-B (JHB / WMKJ)
Fri 02:20:46 PM,1.2395,104.2158,↑ 3°,262,302,7550,-978, FlightAware ADS-B (WSAC)
Fri 02:21:02 PM,1.2587,104.2168,↑ 3°,260,299,7275,-511, FlightAware ADS-B (SIN / WSSS)
Fri 02:21:33 PM,1.2962,104.2186,↑ 3°,260,299,7150,-246, FlightAware ADS-B (SIN / WSSS)
Fri 02:22:03 PM,1.3328,104.2204,↑ 3°,260,299,7025,-650, FlightAware ADS-B (JHB / WMKJ)
Fri 02:22:33 PM,1.3685,104.2223,↑ 3°,256,295,6500,-1043, FlightAware ADS-B (QPG / WSAP)
Fri 02:22:49 PM,1.388,104.2232,↑ 0°,250,288,6225,-1026, FlightAware ADS-B (XSP / WSSL)
Fri 02:23:11 PM,1.4136,104.2193,↑ 348°,243,280,5850,-906, FlightAware ADS-B (TGA / WSAT)
Fri 02:23:42 PM,1.446,104.2124,↑ 348°,230,265,5425,-738, FlightAware ADS-B (WSAG)
Fri 02:24:12 PM,1.4755,104.2063,↑ 348°,210,242,5100,-750, FlightAware ADS-B (SIN / WSSS)
Fri 02:24:42 PM,1.503,104.2004,↑ 348°,200,230,4675,-913, FlightAware ADS-B (WSAC)
Fri 02:24:58 PM,1.5174,104.1974,↑ 348°,197,227,4400,-1076, FlightAware ADS-B (XSP / WSSL)
Fri 02:25:28 PM,1.5452,104.1916,↑ 347°,194,223,3850,-1149, FlightAware ADS-B (QPG / WSAP)
Fri 02:25:45 PM,1.5585,104.1878,↑ 340°,195,224,3500,-1103, FlightAware ADS-B (SIN / WSSS)
Fri 02:26:02 PM,1.5733,104.1806,↖ 332°,192,221,3225,-1091, FlightAware ADS-B (QPG / WSAP)
Fri 02:26:18 PM,1.5856,104.1738,↖ 331°,193,222,2900,-1000, FlightAware ADS-B (QPG / WSAP)
Fri 02:26:35 PM,1.598,104.1659,↖ 322°,189,217,2675,-417, FlightAware ADS-B (XSP / WSSL)
Fri 02:26:54 PM,1.6062,104.1515,← 292°,193,222,2650,-42, FlightAware ADS-B (QPG / WSAP)
Fri 02:27:11 PM,1.6079,104.136,← 261°,194,223,2650,, FlightAware ADS-B (JHB / WMKJ)
Fri 02:27:31 PM,1.5981,104.1209,↙ 230°,195,224,2650,, FlightAware ADS-B (JHB / WMKJ)
Fri 02:27:50 PM,1.587,104.1081,↙ 229°,193,222,2650,, FlightAware ADS-B (WSAG)
Fri 02:28:07 PM,1.5775,104.097,↙ 228°,193,222,2650,, FlightAware ADS-B (WSAG)
Fri 02:28:26 PM,1.5637,104.0858,↙ 213°,192,221,2650,, FlightAware ADS-B (QPG / WSAP)
Fri 02:28:50 PM,1.5446,104.0763,↙ 205°,192,221,2650,-28, FlightAware ADS-B (XSP / WSSL)
Fri 02:29:20 PM,1.5205,104.0659,↙ 203°,197,227,2625,, FlightAware ADS-B (TGA / WSAT)
Fri 02:29:50 PM,1.4963,104.0557,↙ 203°,176,203,2650,-175, FlightAware ADS-B (WSAG)
Fri 02:30:20 PM,1.476,104.0471,↙ 203°,158,182,2450,-575, FlightAware ADS-B (XSP / WSSL)
Fri 02:30:50 PM,1.4554,104.0384,↙ 203°,156,180,2075,-800, FlightAware ADS-B (WSAC)
Fri 02:31:20 PM,1.436,104.0302,↙ 203°,151,174,1650,-816, FlightAware ADS-B (XSP / WSSL)
Fri 02:31:47 PM,1.4182,104.0227,↙ 203°,147,169,1300,-733, Surface and Near-Surface
Fri 02:32:03 PM,1.4083,104.0186,↙ 203°,143,165,1125,-703, FlightAware ADS-B (XSP / WSSL)
Fri 02:32:19 PM,1.3984,104.0143,↙ 203°,144,166,925,-750, FlightAware ADS-B (QPG / WSAP)
Fri 02:32:35 PM,1.3884,104.0101,↙ 203°,144,166,725,-656, FlightAware ADS-B (TGA / WSAT)
Fri 02:32:51 PM,1.379,104.0062,↙ 203°,144,166,575,-703, FlightAware ADS-B (WSAG)
Fri 02:33:07 PM    Arrival (SIN) @ Friday 02:33:07 PM +08,,,,,,,, FlightAware
Fri 02:33:07 PM,1.3687,104.0018,↙ 203°,140,161,350,-844, FlightAware ADS-B (XSP / WSSL)
Taxi Time: 9 minutes,,,,,,,,
Fri 02:43:00 PM    Gate Arrival (SIN) @ Friday 02:43:00 PM +08,,,,,,,, Airline
,,,,,,,,
Thu 12:53:00 PM    Left Gate (KUL) @ Thursday 12:53:00 PM +08,,,,,,,, Airline
Taxi Time: 21 minutes,,,,,,,,
Thu 01:14:03 PM    Departure (KUL) @ Thursday 01:14:03 PM +08,,,,,,,, Surface and Near-Surface
Thu 01:14:03 PM,2.7286,101.684,↖ 327°,163,188,375,, Surface and Near-Surface
Thu 01:14:19 PM,2.7392,101.6771,↖ 327°,169,194,925,1688, FlightAware ADS-B (SZB / WMSA)
Thu 01:14:35 PM,2.7492,101.6704,↖ 325°,185,213,1275,1273, FlightAware ADS-B (KUL / WMKK)
Thu 01:14:52 PM,2.7611,101.6587,← 300°,210,242,1625,1191, FlightAware ADS-B (SZB / WMSA)
Thu 01:15:09 PM,2.7643,101.643,← 271°,232,267,1950,1943, FlightAware ADS-B (KUL / WMKK)
Thu 01:15:36 PM,2.7635,101.6121,← 269°,255,293,3050,3125, FlightAware ADS-B (SZB / WMSA)
Thu 01:15:57 PM,2.7585,101.588,↙ 243°,249,287,4450,3423, FlightAware ADS-B (WMBF)
Thu 01:16:15 PM,2.7437,101.5729,↙ 209°,263,303,5275,2777, FlightAware ADS-B (SZB / WMSA)
Thu 01:16:44 PM,2.7071,101.5702,↓ 175°,279,321,6625,2771, FlightAware ADS-B (KUL / WMKK)
Thu 01:17:14 PM,2.668,101.5733,↓ 176°,287,330,8000,2423, FlightAware ADS-B (SZB / WMSA)
Thu 01:17:36 PM,2.6383,101.5756,↓ 174°,289,333,8725,2418, FlightAware ADS-B (KUL / WMKK)
Thu 01:18:21 PM,2.5789,101.5951,↓ 159°,301,346,10700,2714, FlightAware ADS-B (SZB / WMSA)
Thu 01:18:39 PM,2.5589,101.6083,↘ 140°,295,339,11575,2700, FlightAware ADS-B (SZB / WMSA)
Thu 01:19:21 PM,2.5296,101.6547,↘ 121°,289,333,13400,2688, FlightAware ADS-B (SZB / WMSA)
Thu 01:19:51 PM,2.5088,101.6896,↘ 121°,285,328,14800,2250, FlightAware ADS-B (SZB / WMSA)
Thu 01:20:21 PM,2.4881,101.7245,↘ 120°,301,346,15650,1225, FlightAware ADS-B (SZB / WMSA)
Thu 01:20:51 PM,2.466,101.7621,↘ 120°,330,380,16025,836, FlightAware ADS-B (SZB / WMSA)
Thu 01:21:22 PM,2.4417,101.8033,↘ 121°,354,407,16500,1471, FlightAware ADS-B (SZB / WMSA)
Thu 01:21:42 PM,2.4241,101.8324,↘ 123°,356,410,17275,2115, FlightAware ADS-B (SZB / WMSA)
Thu 01:22:23 PM,2.3778,101.8848,↘ 133°,364,419,18650,2134, FlightAware ADS-B (MKZ / WMKM)
Thu 01:22:53 PM,2.3449,101.9223,↘ 131°,360,414,19800,2325, FlightAware ADS-B (MKZ / WMKM)
Thu 01:23:23 PM,2.3124,101.9601,↘ 130°,355,409,20975,1850, FlightAware ADS-B (MKZ / WMKM)
Thu 01:23:53 PM,2.2787,101.9979,↘ 134°,364,419,21650,1245, FlightAware ADS-B (MKZ / WMKM)
Thu 01:24:10 PM,2.2577,102.0178,↘ 137°,371,427,21950,852, FlightAware ADS-B (MKZ / WMKM)
Thu 01:24:37 PM,2.2243,102.0488,↘ 136°,385,443,22275,1422, FlightAware ADS-B (KUL / WMKK)
Thu 01:25:08 PM,2.1841,102.0873,↘ 137°,381,438,23325,1697, FlightAware ADS-B (KUL / WMKK)
Thu 01:25:38 PM,2.1434,102.1256,↘ 137°,389,448,24000,1225, FlightAware ADS-B (MKZ / WMKM)
Thu 01:26:08 PM,2.1047,102.161,↘ 137°,394,453,24550,1250, FlightAware ADS-B (SZB / WMSA)
Thu 01:26:38 PM,2.0641,102.1988,↘ 137°,396,456,25250,1623, FlightAware ADS-B (MKZ / WMKM)
Thu 01:27:09 PM,2.0225,102.2371,↘ 137°,391,450,26200,1230, FlightAware ADS-B (MKZ / WMKM)
Thu 01:27:39 PM,1.9834,102.2734,↘ 137°,404,465,26500,700, FlightAware ADS-B (XSP / WSSL)
Thu 01:28:09 PM,1.942,102.3126,↘ 137°,414,476,26900,606, FlightAware ADS-B (SZB / WMSA)
Thu 01:28:31 PM,1.9111,102.3425,↘ 134°,425,489,27025,675, FlightAware ADS-B (SZB / WMSA)
Thu 01:28:49 PM,1.8902,102.3704,↘ 119°,419,482,27350,1119, FlightAware ADS-B (SZB / WMSA)
Thu 01:29:30 PM,1.8599,102.4456,→ 110°,414,476,28125,1077, FlightAware ADS-B (PKU / WIBB)
Thu 01:30:00 PM,1.8403,102.4995,→ 110°,419,482,28625,847, FlightAware ADS-B (PKU / WIBB)
Thu 01:30:32 PM,1.8197,102.5561,→ 110°,426,490,29000,381, FlightAware ADS-B (SZB / WMSA)
Thu 01:31:03 PM,1.7986,102.6139,→ 110°,412,474,29025,, FlightAware ADS-B (JHB / WMKJ)
Thu 01:31:35 PM,1.7784,102.6697,→ 110°,399,459,29000,-21, FlightAware ADS-B (SZB / WMSA)
Thu 01:32:13 PM,1.7534,102.7387,→ 110°,400,460,29000,, FlightAware ADS-B (MKZ / WMKM)
